,Age,EdLevel,YearsExp,YearsProExp,PreviousSalary,NumSkills,Employed
62129,0,1,6,5,120000,6,0
62130,0,1,3,3,19944,9,1
62131,1,4,12,11,112000,25,1
62132,0,1,6,4,35136,29,1
62133,1,3,20,16,186567,8,0
62134,0,3,10,3,74180,12,1
62135,0,1,2,2,7716,19,1
62136,1,3,24,18,150000,10,0
62137,0,3,5,4,18000,4,0
62139,0,1,10,8,72000,7,0
62140,0,3,7,3,50000,18,1
62141,0,3,3,3,42657,29,1
62142,0,1,10,7,33593,6,0
62143,0,4,15,6,53322,9,1
62144,0,4,16,4,77779,17,1
62146,1,3,23,23,185000,10,1
62147,0,3,6,5,100511,10,0
62148,0,3,4,3,42657,4,0
62149,0,3,13,4,11220,4,0
62150,0,4,7,0,24312,11,1
62151,0,1,17,10,12000,12,0
62152,1,4,19,15,106644,10,0
62153,0,3,10,7,69102,10,1
62154,0,3,8,3,60000,24,1
62157,0,3,10,7,64333,15,1
62158,1,3,30,25,145000,15,1
62159,1,2,4,2,42657,12,1
62160,0,3,1,0,29860,13,1
62161,0,3,15,10,124000,7,1
62162,1,3,20,16,93480,17,0
62163,1,4,19,17,55464,15,1
62166,0,3,2,1,90000,10,0
62168,1,4,20,18,85000,20,1
62169,0,1,13,11,29860,3,0
62170,0,2,5,2,21329,19,1
62171,0,3,8,2,23136,30,1
62172,1,3,24,22,175000,8,1
62173,1,1,30,24,33480,15,0
62174,0,3,8,4,47000,13,0
62176,0,4,15,11,38760,9,0
62178,1,1,8,4,150000,6,0
62179,0,3,10,5,20340,11,1
62181,1,4,22,15,81666,27,1
62182,0,3,9,5,33060,5,0
62183,0,1,8,2,23676,18,1
62184,1,3,25,23,175000,28,1
62185,0,3,5,4,128000,14,1
62186,1,3,25,19,190000,21,1
62187,0,3,16,11,130000,19,1
62188,0,3,7,3,38388,12,1
62189,1,4,7,4,69102,15,0
62190,1,3,18,14,69318,3,0
62191,0,3,7,3,51888,12,1
62192,0,1,4,5,14952,11,0
62193,1,1,30,24,140000,8,0
62194,1,5,24,16,120000,9,1
62195,0,3,18,16,180000,20,1
62197,0,1,4,2,16608,20,1
62198,0,3,12,5,46850,5,0
62199,1,3,14,13,47990,11,0
62200,1,4,15,10,138637,7,0
62202,0,3,5,5,138203,13,0
62203,0,3,6,2,36468,17,1
62204,0,1,7,5,65906,8,1
62205,0,3,4,4,34320,17,1
62206,0,3,10,7,65436,9,1
62208,0,4,12,7,191959,17,1
62209,0,2,5,4,53322,5,0
62210,0,1,3,2,93264,13,1
62211,0,4,7,4,160000,8,0
62213,0,1,19,13,100000,24,1
62214,0,4,6,3,71984,13,1
62215,0,3,9,2,5148,6,0
62216,0,3,6,5,52452,12,1
62217,0,1,3,2,37313,8,0
62218,0,3,16,14,147500,19,1
62219,0,3,6,4,82000,20,1
62220,0,3,10,6,73983,13,1
62221,0,3,5,1,70000,15,0
62222,1,1,33,22,100511,13,1
62223,1,4,10,8,53322,18,1
62224,1,5,30,14,95979,3,0
62225,0,1,8,6,2409,15,1
62226,1,4,20,13,69318,7,0
62227,0,1,6,6,140000,26,1
62228,0,3,12,9,48168,11,0
62230,0,4,6,2,64000,19,1
62231,0,3,6,2,74414,15,1
62232,0,4,10,10,56521,11,0
62233,0,3,15,9,38400,13,1
62235,0,1,3,3,89797,15,1
62236,1,1,21,17,65053,6,1
62237,0,3,8,6,170000,23,1
62238,1,3,12,6,85000,16,0
62239,1,3,25,23,120000,7,0
62241,1,3,32,15,76783,25,1
62242,1,1,2,1,31993,21,1
62243,1,3,10,5,43512,14,0
62244,0,3,13,8,102000,5,0
62245,0,4,13,9,53322,5,0
62246,0,3,8,2,48371,7,0
62247,1,4,15,11,87448,19,1
62248,0,4,7,3,8700,14,1
62249,0,3,9,9,31993,9,1
62250,1,1,33,22,180000,6,0
62251,1,3,20,16,90000,14,1
62252,0,4,7,6,32588,2,0
62253,0,1,12,6,41568,17,0
62255,1,4,7,7,34416,24,1
62256,0,1,11,8,39458,12,1
62257,0,1,8,2,7226,15,0
62258,1,4,11,11,110000,2,0
62259,1,1,15,10,42657,22,1
62260,0,3,0,0,7980,11,1
62261,0,2,4,0,15360,21,1
62262,1,3,15,0,63000,17,1
62263,0,3,10,5,20784,13,1
62264,0,3,12,9,175000,17,1
62265,0,4,12,8,96500,4,0
62266,0,2,2,1,12216,16,1
62267,0,3,5,4,170000,5,0
62268,0,3,7,6,71000,7,1
62269,1,3,25,25,100000,11,1
62270,0,3,14,8,85893,19,1
62271,0,2,18,7,115000,15,1
62273,0,4,10,2,95979,9,0
62274,1,3,25,21,165000,10,0
62276,0,2,5,2,104063,21,1
62277,1,4,7,7,125000,11,0
62278,0,3,13,9,76250,17,1
62279,1,3,25,21,136000,16,1
62280,1,1,30,25,39042,28,1
62281,0,4,7,2,80544,10,0
62283,0,4,6,2,111111,8,1
62284,1,2,25,25,160833,21,1
62286,0,3,7,0,69500,25,1
62287,0,4,12,10,66540,9,0
62288,0,3,8,5,110000,14,1
62289,0,3,10,6,95000,17,1
62290,0,4,12,4,156421,9,0
62292,0,1,5,1,11568,17,0
62293,0,3,10,6,43524,10,1
62294,1,3,20,15,120000,11,0
62295,0,3,12,6,78084,8,0
62296,1,3,34,11,83000,4,0
62298,1,4,34,22,67550,10,1
62299,0,1,12,6,90000,8,1
62300,0,3,14,9,153280,9,0
62301,1,3,16,12,101509,17,1
62302,0,1,7,6,120000,19,1
62303,1,5,35,25,51828,4,0
62304,0,3,15,9,152000,12,1
62305,0,3,5,3,13284,9,0
62306,0,3,17,2,70000,14,1
62307,1,3,21,21,170000,13,1
62308,0,3,8,3,100000,20,1
62310,0,3,4,5,27919,19,1
62311,1,1,21,10,60147,7,0
62312,1,4,23,19,158000,17,1
62313,1,1,30,25,51192,16,1
62314,0,4,7,3,63986,17,1
62316,1,1,22,12,151000,14,1
62317,1,3,18,15,104000,6,0
62318,0,4,16,10,150000,27,1
62320,0,3,10,6,120000,24,1
62322,0,1,7,8,16308,9,0
62323,0,1,7,5,9084,14,1
62324,1,1,25,20,94230,28,1
62325,0,3,6,3,15708,14,1
62326,1,1,30,4,30468,10,1
62327,1,3,9,5,180000,18,1
62328,0,1,12,9,26460,8,0
62329,0,3,9,5,155000,15,1
62330,1,5,20,1,140000,5,0
62332,0,3,9,0,120000,13,0
62333,0,3,3,1,12,21,1
62334,1,3,17,11,24000,11,1
62335,0,3,12,8,122233,6,0
62336,0,4,16,8,30084,17,1
62337,1,5,20,18,90000,11,0
62338,0,4,12,6,106000,5,0
62340,0,1,13,4,41591,14,1
62341,1,3,22,19,66372,24,1
62343,0,4,14,3,40205,13,0
62344,1,4,23,18,90067,7,0
62345,0,3,4,1,17448,13,1
62347,0,3,4,1,68000,19,1
62348,0,3,5,1,85893,7,0
62349,1,3,20,17,151000,23,1
62353,1,3,23,23,126000,10,1
62355,0,1,5,5,24084,18,1
62356,0,1,11,9,63986,13,1
62357,0,3,11,8,62902,16,1
62359,0,4,16,10,131100,13,0
62361,1,3,15,8,37633,8,0
62363,1,4,7,7,78060,8,1
62364,1,3,30,25,140000,3,1
62365,0,3,13,12,25355,25,1
62367,1,3,20,16,48168,14,1
62368,0,3,12,5,49540,4,0
62370,0,1,11,6,13212,9,0
62371,0,3,6,4,22836,12,1
62372,1,3,25,20,186000,14,1
62373,0,4,5,1,45857,29,1
62374,0,4,7,3,53322,3,0
62375,0,3,10,8,110000,9,0
62376,0,1,5,1,15048,21,1
62377,0,4,15,9,31234,8,0
62378,0,4,18,12,30108,5,0
62379,0,2,9,2,140000,24,1
62380,1,3,3,1,13128,9,0
62381,1,3,38,22,40000,11,1
62382,1,5,12,10,29916,14,1
62383,0,3,8,6,1963,16,1
62384,1,3,25,17,106157,12,1
62385,0,3,6,0,7224,9,1
62386,1,1,20,15,36000,7,0
62387,1,5,20,5,135000,8,0
62388,0,1,5,1,28860,6,0
62389,0,3,4,4,82094,8,0
62390,1,3,10,5,60155,3,0
62393,1,3,35,22,83633,13,1
62395,1,3,23,15,64626,14,1
62396,1,2,23,8,130000,18,1
62397,0,2,12,3,46000,17,1
62398,0,3,8,5,95541,15,1
62399,0,1,5,4,18000,23,1
62400,0,1,10,6,135100,11,1
62402,0,2,4,2,2376,13,1
62403,0,3,7,3,5280,13,1
62404,1,4,25,17,122640,22,1
62406,0,1,2,0,12000,10,1
62407,1,4,22,5,80676,12,1
62408,0,1,6,0,7980,12,1
62409,1,3,22,18,57900,12,1
62410,1,3,30,24,102750,8,0
62412,1,3,25,17,120311,9,1
62413,0,3,4,0,38692,7,0
62414,0,3,9,5,120000,8,1
62415,1,3,16,16,115000,16,1
62416,0,3,16,12,71028,13,1
62417,1,4,36,22,128650,17,1
62418,0,3,8,4,140000,14,0
62419,0,3,10,5,22308,11,1
62420,1,4,16,14,120311,24,1
62421,0,3,10,2,10464,16,1
62422,0,1,7,6,63696,9,0
62423,0,4,17,7,125000,9,1
62424,1,3,16,10,59832,17,1
62425,0,3,16,8,180000,20,1
62426,1,3,24,22,160000,14,1
62427,0,3,8,5,150,6,0
62428,1,5,23,14,117629,19,0
62429,1,3,19,15,81741,18,1
62430,1,3,25,22,141155,6,0
62431,0,3,8,5,36,9,0
62432,0,2,15,15,128450,19,0
62433,0,2,7,2,7476,21,1
62434,1,3,26,21,85000,21,1
62435,0,3,12,7,160000,13,1
62436,0,3,8,5,20676,25,1
62437,0,3,12,7,176917,15,1
62438,0,3,5,4,89172,3,0
62439,0,3,20,10,155696,11,0
62440,0,3,15,7,109695,14,1
62442,0,3,7,2,90000,18,1
62443,1,1,24,16,134465,25,1
62444,1,3,20,6,175000,13,1
62445,0,3,3,2,18024,10,0
62446,1,3,27,22,39888,8,0
62447,1,4,7,7,84925,8,0
62448,0,3,2,2,4772,4,0
62449,0,1,16,8,75000,15,1
62450,0,3,9,8,170000,27,1
62451,1,3,14,14,23893,15,1
62452,1,3,21,14,170000,16,1
62453,0,3,2,2,87000,8,0
62454,0,3,6,3,100000,10,0
62456,0,3,6,4,19620,10,0
62457,0,3,8,4,12061,16,1
62459,1,3,23,23,124103,17,1
62460,0,3,10,5,17028,5,0
62461,0,3,11,7,18372,18,1
62462,1,4,28,22,99080,6,0
62464,1,3,17,11,17600,14,1
62465,0,3,12,9,44663,5,0
62466,1,3,19,17,45048,10,1
62467,0,3,7,4,32400,14,1
62468,1,3,18,14,95541,9,0
62470,0,2,14,10,37392,30,1
62471,1,2,27,22,19764,23,1
62472,0,3,9,5,11484,25,1
62473,1,4,26,20,195000,10,1
62474,0,4,13,7,195210,11,0
62477,1,4,17,12,114384,15,0
62478,0,3,12,5,120311,29,1
62479,0,4,14,5,25150,8,1
62480,0,3,6,3,65000,16,1
62481,0,3,5,2,6449,14,1
62482,0,3,6,2,37476,13,1
62483,0,3,6,4,22440,1,0
62484,0,4,7,6,125000,8,0
62485,1,1,37,24,55201,4,0
62486,0,3,6,4,32964,14,0
62487,0,3,9,5,10800,20,1
62488,1,3,22,20,113234,16,1
62489,1,3,10,10,70771,5,0
62490,1,4,11,10,120000,4,0
62491,0,3,6,3,140000,16,1
62492,0,3,10,4,92002,21,1
62494,0,3,8,6,143138,18,1
62497,0,3,3,1,53878,12,1
62498,0,1,1,0,4332,3,0
62499,1,3,7,7,46000,1,0
62500,0,3,5,0,6216,12,1
62501,0,3,0,0,14412,7,0
62502,0,3,4,1,32124,16,0
62503,0,3,11,6,33120,28,1
62504,1,1,18,17,67602,14,1
62505,1,1,27,24,127388,21,1
62506,0,3,3,0,10318,9,0
62507,0,4,11,0,43248,11,0
62508,0,3,9,5,160021,9,0
62509,0,1,8,8,67600,10,0
62510,0,3,10,7,99080,6,0
62511,0,3,13,3,14472,3,0
62512,0,3,6,5,78084,7,0
62513,1,4,27,22,21132,9,0
62515,0,4,12,10,27420,16,1
62516,1,3,20,22,135000,21,1
62517,0,3,12,12,109695,20,1
62518,0,4,6,2,107000,11,0
62519,0,3,6,3,12897,17,1
62520,0,3,4,0,13776,11,1
62521,0,3,7,3,165000,11,1
62522,0,1,4,2,34740,22,1
62523,0,3,7,3,87284,9,0
62524,1,4,24,19,150000,14,1
62525,0,3,12,8,140000,27,1
62526,0,3,9,5,8040,13,1
62527,1,4,21,15,120000,10,1
62528,0,1,2,1,68832,10,0
62529,0,3,10,5,60155,16,1
62530,0,3,10,6,64486,16,1
62531,1,3,26,22,120000,2,0
62532,0,3,11,3,85000,15,1
62534,0,4,10,2,92856,7,0
62535,0,3,2,2,18000,16,1
62538,0,1,5,1,14340,6,0
62539,1,3,10,10,100000,15,1
62540,0,1,6,2,9876,14,1
62541,0,1,3,0,65000,18,1
62543,1,3,29,4,75000,3,0
62544,0,3,14,9,70460,9,1
62545,0,4,11,6,55790,7,1
62546,0,1,11,5,42000,29,1
62547,0,3,9,4,40000,10,0
62548,0,3,4,3,19140,18,1
62549,1,3,12,7,110000,14,1
62550,1,3,8,8,72000,22,1
62551,0,3,11,7,93500,12,1
62552,0,3,6,5,57400,14,0
62554,1,4,24,16,116772,14,0
62555,0,3,11,8,36000,29,1
62557,1,3,15,12,3869,6,0
62558,0,3,6,2,12168,25,1
62560,0,3,6,3,3864,20,1
62562,1,3,21,14,103400,11,0
62563,1,3,25,4,115176,17,1
62564,0,4,5,1,120,21,1
62565,1,4,30,23,52368,19,1
62566,0,2,20,20,193000,20,1
62568,1,1,25,16,56897,13,1
62569,0,3,12,7,52692,24,1
62571,1,4,13,7,87818,9,0
62572,0,1,11,6,46596,14,1
62573,0,3,6,2,33252,17,1
62574,0,3,13,7,51589,19,1
62575,0,3,12,8,39577,3,0
62576,0,4,10,4,33801,28,1
62577,0,3,3,2,123816,17,1
62578,1,4,12,10,88088,5,0
62579,0,3,9,7,32243,21,1
62580,0,5,5,3,53322,9,0
62581,0,3,10,7,40000,19,1
62582,0,3,12,4,11592,16,0
62583,1,1,30,25,20781,15,1
62585,1,3,25,23,85488,24,1
62586,1,4,23,23,96729,11,0
62587,0,1,7,5,80000,15,1
62588,0,1,12,8,42657,2,0
62589,0,4,18,5,38388,6,0
62590,0,4,14,8,111543,9,0
62591,0,3,5,0,18660,12,0
62592,1,3,3,3,35124,7,0
62593,0,3,6,4,12048,7,0
62594,0,3,8,4,23602,27,1
62595,0,3,16,6,6588,26,1
62596,0,3,9,4,43644,14,1
62597,1,3,19,15,127388,12,1
62598,0,3,7,3,10060,14,1
62599,1,1,25,20,85563,26,1
62601,1,4,23,19,125650,22,1
62602,0,3,5,1,5148,10,1
62603,0,3,6,6,120000,18,1
62604,1,3,25,17,90647,17,1
62605,0,3,8,5,11664,17,1
62606,0,4,15,12,38692,11,1
62607,1,4,16,8,147072,11,0
62608,0,1,8,6,22884,17,1
62609,0,1,7,6,116875,13,1
62610,0,3,7,3,4092,5,0
62611,0,3,10,7,78552,25,1
62614,0,3,14,9,29328,12,0
62615,0,3,2,0,9028,15,1
62616,0,2,7,6,32400,21,1
62617,0,3,6,3,7236,17,1
62618,0,3,6,4,12696,5,0
62619,0,3,12,7,108000,9,0
62620,1,3,22,18,130665,10,0
62621,0,3,6,5,3864,14,1
62622,1,1,25,20,68252,9,1
62623,0,3,15,10,97310,18,1
62624,1,4,15,9,133320,7,1
62625,1,4,20,15,50508,11,0
62626,0,3,5,3,3408,4,0
62627,0,1,6,4,44885,28,1
62628,0,3,6,2,44844,12,1
62629,0,3,15,11,120000,14,1
62630,1,1,25,19,54564,8,0
62631,1,4,28,18,59448,19,1
62633,0,3,7,4,13644,11,1
62634,0,3,8,3,21280,8,0
62635,0,3,10,6,18060,6,0
62636,0,3,7,4,38856,19,1
62637,0,3,5,2,11198,23,1
62638,0,4,16,11,160000,9,0
62639,0,3,6,5,7476,11,0
62640,0,3,16,12,61907,15,1
62641,0,3,8,4,22200,5,0
62642,0,4,10,8,46430,16,1
62643,0,3,8,2,5159,8,0
62644,0,3,5,2,18024,16,1
62645,1,4,3,1,32666,7,0
62646,0,1,5,3,60000,6,0
62647,1,4,5,3,26661,6,0
62648,0,4,12,6,135000,14,0
62649,0,4,9,4,20472,30,1
62650,0,3,4,2,70385,9,1
62651,0,3,11,7,134445,14,1
62652,0,4,11,5,46923,6,0
62654,0,3,10,5,1356,16,1
62655,0,3,5,4,9660,14,1
62656,0,3,16,10,32243,1,0
62658,1,4,19,13,36648,2,0
62659,1,3,16,13,46632,8,0
62660,0,4,18,12,63984,4,0
62661,0,3,12,7,114076,13,0
62662,0,1,20,10,71984,11,0
62663,0,3,8,6,30276,11,1
62664,0,3,13,8,30948,6,0
62665,0,3,12,5,18056,7,0
62666,0,3,8,6,6384,14,1
62668,0,2,20,0,96000,21,1
62669,0,3,15,12,15477,9,1
62671,1,3,15,12,34428,15,1
62672,0,4,4,0,12156,14,1
62673,0,1,4,2,48012,13,0
62674,1,1,16,14,55000,4,0
62675,0,3,8,4,35403,17,0
62676,0,1,4,2,13656,6,0
62677,0,3,8,5,25068,10,0
62678,1,1,17,13,33060,11,0
62679,0,4,10,7,166500,8,1
62680,0,1,7,5,183427,24,1
62681,0,3,7,6,45384,5,0
62682,0,3,14,10,30492,14,1
62683,1,3,22,18,37325,9,0
62684,0,3,12,9,79983,20,1
62685,1,4,15,11,71916,5,0
62686,0,3,15,11,102372,2,0
62687,1,1,30,23,63986,8,0
62688,0,4,12,5,56521,10,1
62689,0,3,4,2,10318,9,0
62690,1,1,16,10,153564,10,1
62691,1,1,27,9,45096,7,0
62692,1,3,9,7,69372,7,0
62693,1,5,32,19,62712,15,1
62694,1,3,22,13,35196,18,1
62695,1,3,15,12,106644,24,1
62696,0,1,10,5,53322,10,1
62697,0,3,2,1,206,6,1
62698,0,4,15,12,24505,11,0
62699,0,3,6,3,46000,13,1
62700,0,3,12,10,118932,10,1
62701,0,3,2,2,9288,6,0
62702,0,3,7,1,27084,24,0
62703,1,5,15,10,72871,23,1
62704,0,2,9,8,66540,16,1
62705,0,3,9,6,32243,4,0
62706,0,2,10,10,31860,13,1
62707,0,1,4,1,14412,14,1
62708,0,4,10,8,10836,16,0
62709,0,4,6,3,6816,15,1
62710,0,3,1,0,2316,5,0
62711,0,3,11,5,31993,20,1
62712,0,3,7,0,9028,8,0
62714,0,3,11,6,15000,6,0
62715,1,3,16,14,71904,18,1
62716,0,4,7,6,81900,18,1
62717,0,3,8,6,15480,18,1
62718,0,3,12,10,28836,18,1
62719,0,3,7,3,41208,13,1
62721,0,3,4,3,6408,11,0
62722,0,4,12,7,34452,11,0
62723,1,3,15,10,106644,19,1
62724,0,4,9,5,47796,10,0
62725,0,3,10,3,40205,5,0
62726,0,3,13,6,51768,25,1
62727,0,3,2,1,29019,20,1
62728,0,3,12,6,16766,5,0
62729,1,3,14,10,63984,11,1
62730,0,1,2,0,25594,18,1
62731,0,4,7,7,153564,25,1
62732,0,3,15,10,56856,7,1
62733,0,3,15,4,50123,4,0
62734,1,1,33,22,84192,8,0
62735,1,4,28,22,76788,3,0
62736,0,3,10,3,38388,13,1
62737,0,4,9,5,58500,22,1
62738,0,3,4,0,51996,8,1
62740,1,3,24,17,30132,5,0
62741,1,3,20,17,45552,22,1
62742,0,4,12,5,65053,6,0
62743,0,3,10,6,112008,20,1
62744,1,4,20,15,39576,15,1
62745,0,1,13,9,148619,17,1
62746,0,1,8,3,31489,13,1
62747,1,5,20,6,47990,2,0
62748,1,1,23,22,153564,13,1
62749,0,4,13,8,41058,14,0
62750,1,1,8,8,102372,8,0
62752,0,3,15,0,35400,7,0
62753,0,4,13,7,35196,8,0
62754,0,4,13,8,52740,5,0
62755,0,4,18,11,90000,13,0
62757,0,4,10,5,11607,21,1
62758,0,4,10,5,30708,14,0
62759,0,1,4,3,11712,27,1
62761,0,4,7,3,40608,22,1
62762,1,4,19,13,35700,15,1
62763,0,4,15,10,42657,8,1
62764,0,2,10,2,36259,9,0
62765,0,3,20,10,87948,15,0
62766,0,3,10,6,19346,23,1
62767,1,3,26,21,57600,7,0
62768,0,4,16,9,63984,27,1
62769,0,3,10,6,20636,14,1
62771,0,4,14,9,46923,5,1
62772,0,3,9,3,12780,5,0
62773,0,2,6,0,7680,7,0
62774,1,3,25,20,39264,11,0
62775,0,1,3,2,4656,12,0
62776,0,3,15,7,3684,12,1
62777,0,3,4,0,11520,5,1
62779,1,3,22,16,74651,12,1
62780,0,1,2,2,6964,8,1
62781,1,3,20,15,183433,28,1
62782,0,3,14,12,57588,15,1
62783,0,3,7,2,24936,14,1
62784,1,4,10,5,12792,14,1
62785,0,4,18,11,76788,13,1
62786,1,1,11,9,182177,4,0
62787,0,5,14,9,60442,11,1
62788,0,4,6,5,78618,2,0
62789,0,4,12,6,62820,21,1
62791,0,3,12,5,53628,14,1
62793,0,3,8,2,55848,14,1
62794,1,1,22,19,53064,20,1
62795,0,3,8,3,52371,3,0
62796,0,3,7,3,101300,15,1
62797,1,4,34,22,75060,9,0
62798,1,1,31,24,95486,17,1
62800,0,3,11,8,2664,19,1
62801,0,3,8,3,89204,9,1
62802,0,3,16,9,83124,22,1
62804,0,3,9,5,72224,23,1
62805,1,3,14,13,58188,6,0
62806,0,4,12,8,61853,16,1
62807,0,4,12,10,47720,5,0
62808,0,3,4,3,10284,30,1
62809,0,1,6,4,47172,10,1
62810,0,4,18,12,76788,11,0
62811,0,3,10,5,28794,20,1
62812,0,2,2,1,16632,7,0
62813,0,1,5,4,34126,10,1
62814,0,3,1,0,12468,4,0
62815,1,3,30,16,49178,5,0
62816,0,3,5,3,12000,26,1
62817,0,3,10,8,38692,7,0
62818,0,1,9,7,63984,4,0
62819,0,3,18,14,162000,17,1
62820,0,1,5,2,24528,14,1
62821,0,4,3,3,45720,14,1
62822,1,3,10,10,37325,10,0
62823,0,2,14,10,8184,23,1
62824,1,3,14,12,38856,5,0
62825,0,4,2,1,15036,12,0
62826,0,3,7,1,10536,20,1
62827,0,3,8,6,54000,11,0
62828,0,5,13,5,42657,16,1
62829,1,3,20,15,59720,13,0
62830,0,1,11,11,44796,21,1
62831,1,3,8,7,18444,9,1
62832,0,2,14,8,70385,10,0
62833,0,4,9,8,108780,7,0
62834,1,1,36,15,165929,13,1
62835,1,1,18,17,87113,15,1
62836,0,3,6,4,8151,10,0
62838,0,3,2,1,2940,8,0
62839,1,3,20,20,51192,9,1
62840,0,4,10,6,103419,14,1
62841,0,1,6,2,26661,7,1
62842,0,4,16,8,83256,25,1
62843,1,3,22,17,118380,9,1
62844,1,4,18,12,58872,19,1
62845,0,3,15,4,63984,24,1
62846,1,4,20,19,74651,25,1
62847,0,5,13,7,25248,4,0
62848,0,3,9,6,16344,14,1
62849,1,4,5,3,18000,17,1
62850,0,3,6,3,64486,16,1
62851,1,2,15,10,44790,9,1
62852,0,4,20,5,89580,11,1
62853,1,1,23,16,70385,16,1
62854,0,4,13,8,44400,13,1
62855,0,3,5,1,50256,9,0
62856,0,1,8,4,42228,12,1
62857,0,3,8,6,120000,21,1
62858,0,4,12,7,42708,9,1
62859,1,4,31,22,79613,9,0
62860,1,3,25,22,67044,2,0
62861,0,3,10,5,47990,7,0
62863,0,4,6,3,28374,7,0
62864,0,3,14,7,46764,16,0
62865,0,4,16,10,53322,5,0
62866,1,4,26,11,55236,12,1
62867,1,3,17,14,72000,19,1
62868,0,2,8,7,152628,11,1
62869,0,3,7,3,4643,11,1
62870,0,3,7,4,8196,20,1
62871,0,4,15,6,81049,8,0
62873,1,4,14,12,71451,6,0
62875,1,1,15,10,55032,9,0
62876,0,4,9,5,60787,12,0
62877,0,4,8,8,44400,22,1
62878,1,3,15,11,58654,13,1
62879,1,4,22,18,53322,16,1
62880,1,4,14,10,57588,6,1
62881,1,4,21,15,44796,30,1
62882,1,3,20,16,80299,16,1
62883,1,4,20,15,95979,3,0
62884,0,3,9,6,50656,8,1
62885,1,3,23,18,108988,12,1
62886,0,1,12,8,24180,9,1
62887,0,4,10,6,51540,17,1
62888,0,4,5,3,34296,9,0
62889,0,2,7,3,71451,19,1
62891,1,4,22,22,85315,24,1
62893,0,1,7,5,27780,21,1
62894,0,3,9,10,38692,16,1
62895,1,4,24,16,49956,10,0
62896,0,3,6,3,42228,18,1
62897,1,5,3,2,101351,14,0
62898,1,3,25,18,53322,9,0
62899,0,4,12,9,50123,11,1
62900,1,4,3,3,19200,5,0
62901,1,2,32,20,74651,20,1
62902,0,3,4,4,44004,14,1
62904,0,5,10,5,159966,15,0
62905,1,5,19,14,44790,15,1
62906,0,3,11,7,67104,19,1
62907,0,1,10,8,56538,13,1
62908,0,4,10,5,45430,17,1
62909,1,2,15,11,53322,11,0
62910,0,4,12,6,53748,13,1
62911,1,4,16,12,44796,8,0
62912,0,4,8,8,38392,22,1
62913,0,3,6,2,20712,17,1
62914,1,3,25,18,90647,6,1
62915,1,4,20,15,110124,13,1
62917,0,3,10,7,69318,21,1
62918,1,4,17,14,88800,15,0
62919,1,3,17,15,65352,12,1
62920,1,3,25,25,77398,16,0
62921,1,3,25,13,34008,27,1
62922,1,3,25,20,23462,8,0
62923,1,4,20,15,79983,15,1
62924,0,4,14,8,89187,8,0
62925,0,4,15,3,52255,11,1
62926,1,3,12,8,140496,8,0
62927,0,4,8,3,155129,15,0
62928,1,4,22,16,95979,16,1
62929,1,4,24,18,72518,17,1
62930,0,3,10,6,44790,15,1
62931,1,3,15,10,103705,9,0
62933,1,3,14,10,12252,6,1
62934,0,4,16,6,101765,10,1
62935,0,3,9,8,57900,12,0
62936,0,3,15,10,90647,7,0
62937,1,1,20,15,152625,14,1
62938,0,1,4,0,14076,17,1
62939,0,3,9,6,26088,19,0
62940,0,4,5,2,53322,9,1
62941,0,1,7,5,72948,14,1
62942,0,3,13,8,27192,27,1
62943,0,3,8,4,25594,15,0
62944,0,4,18,10,69318,13,1
62945,1,3,20,8,576,2,0
62946,0,3,11,4,77848,10,1
62947,1,4,11,10,77779,21,1
62949,1,3,30,14,22620,29,1
62950,0,3,6,4,66119,13,1
62951,0,3,7,5,31992,18,1
62952,0,4,15,10,51768,17,1
62953,1,4,21,15,60617,5,0
62954,1,4,22,14,94230,13,1
62955,1,4,17,15,145188,16,1
62956,1,3,23,23,149958,19,1
62957,0,4,7,6,65000,3,0
62959,0,3,3,3,69102,13,1
62960,0,3,20,8,55455,16,1
62961,0,3,10,6,53748,30,1
62962,0,3,14,9,24698,26,1
62963,0,4,16,11,55500,19,1
62964,0,3,12,6,127968,17,1
62965,0,3,8,4,180,10,1
62966,1,1,20,15,152350,4,0
62967,0,1,14,7,97128,20,1
62968,1,3,20,20,95979,16,0
62969,0,4,5,1,45,28,1
62970,0,3,15,11,91063,5,0
62971,0,4,6,2,47544,11,0
62972,1,3,15,15,41844,12,1
62973,0,1,12,7,138108,10,1
62974,1,4,30,20,38388,14,1
62975,0,1,7,5,34692,8,0
62976,0,4,12,10,138756,18,0
62977,1,3,14,10,69318,15,1
62978,1,4,17,8,20220,9,0
62979,0,1,7,3,3224,13,1
62980,0,2,5,2,41482,16,1
62981,0,4,16,8,34548,19,1
62982,0,1,16,11,117308,17,1
62983,1,5,17,17,38392,4,0
62984,1,3,23,23,166368,10,1
62985,0,4,3,3,46923,4,0
62986,1,4,23,10,85315,9,0
62987,1,1,25,12,51948,15,1
62988,0,1,9,9,46764,14,0
62989,1,3,33,23,71451,7,0
62990,1,4,30,24,97128,8,0
62991,0,3,13,11,29820,11,1
62992,0,1,8,6,93335,13,1
62993,0,4,13,8,42717,8,0
62995,1,4,22,17,56521,11,1
62996,0,1,16,4,29280,26,1
62997,0,2,1,0,31993,12,0
62999,1,4,15,10,65208,9,0
63000,0,1,10,10,63288,13,1
63001,0,4,2,1,31410,13,0
63002,0,3,10,7,83184,13,1
63003,1,1,20,15,34126,7,0
63004,0,3,22,16,111696,18,0
63005,0,4,14,4,42657,7,0
