,Age,EdLevel,YearsExp,YearsProExp,PreviousSalary,NumSkills,Employed
13844,1,3,31,22,86000,9,1
13845,0,3,3,2,16752,13,0
13846,0,1,3,5,55000,17,1
13847,0,3,4,2,6876,11,0
13848,0,4,8,7,45564,26,1
13849,1,4,20,20,41232,14,1
13850,0,1,13,6,36444,19,1
13851,0,3,12,7,110000,15,1
13852,0,4,3,1,38915,4,0
13853,0,4,10,7,51960,14,1
13854,0,3,9,6,41568,23,1
13855,1,3,20,20,77856,27,1
13856,0,4,11,5,7536,16,1
13857,0,3,12,10,105072,9,1
13858,0,1,3,2,42656,7,0
13859,0,2,11,1,25000,14,1
13860,0,1,5,2,67500,10,0
13861,1,1,16,14,66716,17,1
13862,0,3,12,5,86976,10,0
13863,1,3,11,8,56460,21,0
13864,0,1,4,2,18060,12,0
13865,0,3,13,9,13740,12,1
13866,0,4,10,7,83194,15,1
13867,0,4,17,6,9773,19,1
13868,0,4,11,5,8006,20,1
13869,0,3,18,11,5585,14,1
13870,1,4,5,4,40704,21,1
13871,0,1,3,0,7248,12,0
13872,0,3,14,12,95000,15,1
13873,1,3,21,21,190000,13,0
13874,0,3,8,5,150000,14,0
13875,0,1,9,7,12408,19,1
13877,0,3,10,9,64859,11,1
13878,0,1,6,4,27492,19,1
13879,1,1,17,12,32316,26,1
13880,0,3,5,3,17316,14,1
13881,0,4,10,9,16488,18,0
13882,1,4,30,15,130000,5,0
13883,0,3,1,0,15000,14,1
13885,1,4,25,23,168000,3,0
13886,1,1,21,15,35546,21,1
13887,1,2,23,20,165000,18,1
13888,0,1,16,11,26604,30,1
13889,0,3,6,4,11724,11,0
13890,1,5,22,20,50592,18,1
13891,1,1,15,12,2956,20,1
13892,0,1,8,3,7416,19,1
13893,0,2,10,8,67092,17,1
13895,1,3,19,16,51888,10,0
13896,1,1,21,0,121979,11,0
13897,0,3,11,3,6492,17,1
13898,0,3,14,11,20616,21,1
13899,0,3,5,5,110000,15,0
13900,1,1,37,20,19464,11,0
13901,0,3,5,3,11940,22,1
13902,1,1,15,10,12924,13,1
13903,1,1,20,16,32429,7,0
13904,1,3,30,16,25944,18,1
13905,0,3,7,6,55000,6,0
13906,1,3,24,20,100000,13,1
13907,0,3,10,7,60000,19,1
13908,1,1,28,25,27240,11,1
13909,0,3,5,1,916,11,0
13910,0,1,12,5,31176,11,0
13911,0,3,12,6,16464,19,0
13912,0,1,9,4,16596,17,1
13913,1,5,36,20,29196,24,1
13914,0,4,16,5,57427,29,1
13915,1,3,12,5,37834,20,1
13916,1,2,20,20,75631,22,1
13917,0,3,8,4,3852,13,1
13918,1,4,20,18,162147,12,1
13919,0,4,10,5,52104,22,1
13921,1,4,4,24,22956,24,1
13922,0,3,8,2,11728,8,0
13923,0,1,10,5,42804,13,1
13924,0,3,7,22,9312,17,1
13925,0,3,12,10,73644,16,1
13926,0,1,10,5,51888,13,1
13927,0,3,11,3,175000,13,0
13928,0,1,16,8,27204,23,1
13929,0,3,9,6,34904,10,0
13930,0,4,15,5,54600,15,1
13931,1,4,18,18,60504,17,1
13932,0,4,8,5,55130,15,1
13933,1,1,23,19,71208,15,1
13934,1,3,29,21,21996,6,0
13935,1,4,23,20,29832,13,1
13936,0,4,10,7,7200,20,1
13937,0,3,8,4,41199,10,0
13938,0,1,8,7,36000,20,1
13939,0,2,8,0,24300,20,1
13940,0,4,12,6,110000,12,1
13941,0,1,10,10,15888,24,1
13942,1,1,10,8,46704,21,0
13943,0,2,8,4,46533,25,1
13944,1,1,20,15,86976,12,1
13945,1,1,15,11,16860,10,1
13946,0,3,11,9,54972,15,1
13948,0,3,12,8,115000,22,1
13950,1,3,20,13,77831,20,0
13951,1,1,9,6,27025,20,1
13952,1,1,30,25,60000,14,1
13953,0,4,15,4,22689,13,1
13954,1,4,21,20,63228,18,1
13955,1,1,25,20,19236,5,0
13956,0,3,10,5,88695,13,0
13957,1,3,16,14,60840,12,1
13958,1,3,25,20,105884,17,1
13959,0,3,8,2,15120,12,1
13960,0,3,8,6,20748,13,1
13961,0,3,9,6,35412,9,0
13962,1,3,19,10,64630,27,1
13963,0,1,14,9,108000,18,0
13964,0,3,12,5,60000,28,1
13965,1,4,20,10,115000,11,0
13966,0,3,15,4,13740,13,0
13968,1,3,24,20,50000,22,1
13969,0,3,11,2,25365,21,1
13970,0,3,11,5,25131,11,0
13971,1,4,18,15,125000,19,1
13972,1,1,26,24,168000,18,0
13973,0,3,11,9,39093,20,1
13974,0,1,6,1,5496,19,1
13975,1,3,30,24,99600,22,1
13976,0,3,6,4,6588,21,1
13977,1,1,30,15,35028,24,1
13978,1,4,25,17,35856,14,0
13979,0,1,7,7,95000,14,1
13980,1,3,30,24,79284,12,0
13981,1,3,20,15,30000,11,1
13982,0,4,10,3,19452,24,1
13983,0,3,13,9,40629,16,1
13984,0,3,10,4,5496,17,1
13985,0,3,10,6,34591,8,1
13986,0,1,6,8,15888,22,1
13987,0,2,15,10,150000,15,1
13988,0,4,16,9,102693,9,0
13989,1,3,25,20,30000,16,1
13990,0,1,7,5,120000,18,1
13991,1,1,17,12,42372,21,0
13992,1,1,30,15,75669,11,1
13993,0,1,5,5,15600,11,0
13994,1,3,8,5,77832,25,1
13995,1,5,15,10,23364,10,1
13996,0,3,6,3,63000,16,1
13997,1,4,25,20,27488,14,1
13998,0,4,13,10,102918,17,1
13999,1,4,14,14,49308,12,0
14000,0,1,14,12,15564,16,1
14001,1,4,20,15,36324,9,1
14002,1,3,18,15,65340,24,1
14003,0,3,3,5,7788,13,0
14004,0,3,6,4,12599,15,1
14005,0,3,10,5,143000,15,1
14006,1,1,16,12,33684,16,1
14007,0,3,9,8,15912,10,0
14008,0,4,4,2,17004,9,0
14009,1,2,20,17,150000,19,1
14011,0,1,4,2,11232,19,1
14012,0,4,11,5,6528,14,0
14013,0,4,10,5,40212,11,0
14014,0,4,20,12,51000,4,0
14015,0,3,13,9,1536,22,1
14017,1,2,20,20,49296,5,0
14018,0,1,15,13,99000,11,0
14019,0,1,8,4,4716,19,1
14020,0,3,7,5,11028,8,0
14021,0,4,9,4,60000,14,1
14022,0,3,7,6,48000,10,0
14023,1,4,17,11,55229,18,1
14024,0,1,11,7,120000,27,1
14025,1,5,29,15,146178,18,1
14026,0,3,8,6,48644,14,1
14027,0,5,5,3,90000,7,1
14028,1,4,15,3,24420,5,0
14029,1,3,13,10,17500,4,0
14030,1,4,10,5,12000,14,1
14031,1,4,34,20,106016,14,1
14032,1,3,36,20,145000,28,1
14033,0,3,6,4,80000,24,1
14034,0,4,3,2,47779,7,0
14035,0,1,5,1,14700,7,0
14038,0,4,9,3,116000,27,1
14039,1,1,21,17,72000,9,0
14041,0,3,7,4,21624,15,1
14042,0,4,14,10,75669,11,1
14043,0,3,13,11,51888,17,1
14044,1,3,15,10,60000,10,0
14045,0,4,11,11,27488,16,0
14046,0,3,16,9,160000,13,0
14047,1,3,22,15,150000,24,1
14048,0,3,6,4,18912,24,1
14049,0,3,14,8,73678,13,0
14050,1,3,4,4,105000,16,0
14051,0,4,5,5,16416,10,1
14053,0,1,10,5,21600,16,1
14054,0,3,8,5,14400,21,1
14055,0,1,9,3,46176,17,1
14056,0,3,5,1,50000,11,0
14057,0,3,5,3,4128,13,0
14058,1,3,15,10,120000,6,0
14059,1,1,38,22,59676,12,0
14060,0,3,10,5,19512,19,1
14061,0,4,12,5,27025,27,1
14063,1,4,11,11,185616,22,1
14064,0,1,7,4,6732,7,1
14065,0,3,7,3,8244,7,0
14066,1,3,17,14,124313,7,0
14067,0,3,10,8,99500,8,0
14068,1,3,22,7,42000,14,1
14069,0,3,16,10,12372,8,0
14070,1,3,10,3,60972,11,0
14071,0,3,7,4,34548,12,1
14072,0,3,7,4,86000,25,1
14073,0,4,16,10,16754,19,1
14074,0,3,6,10,22200,12,0
14076,1,3,10,4,23352,9,0
14078,0,1,2,4,12708,16,1
14080,0,1,13,9,94908,23,1
14082,0,3,15,8,140000,11,0
14083,0,3,15,13,86478,11,0
14084,1,3,16,10,38928,11,0
14085,0,3,7,1,5832,9,0
14087,1,3,24,14,108893,9,0
14088,0,3,10,9,10992,21,1
14090,0,3,11,8,6228,29,1
14091,0,3,15,8,55872,16,1
14092,0,4,12,6,44969,9,0
14093,0,3,8,4,19728,30,1
14095,0,1,4,2,43866,17,1
14096,0,3,8,4,10471,11,1
14097,0,3,12,6,58639,20,1
14098,0,3,9,9,15120,15,1
14099,0,3,6,3,60958,11,0
14100,0,3,6,2,30480,15,1
14102,0,1,8,0,38000,12,0
14103,0,4,15,12,77556,7,0
14104,0,3,8,2,1344,11,0
14105,1,1,27,15,23352,13,0
14106,0,1,15,7,100000,20,1
14107,0,4,10,6,4404,15,0
14108,0,1,3,2,28308,10,0
14109,0,3,13,3,51888,14,1
14110,1,3,13,10,64860,28,1
14111,0,1,10,5,24324,12,0
14112,0,4,16,10,33972,12,0
14113,0,3,3,4,45814,20,1
14114,0,3,11,10,63228,15,1
14115,0,4,12,0,9888,21,1
14116,0,3,4,5,4404,4,0
14117,1,2,7,7,67332,12,0
14118,1,3,15,11,86478,14,0
14119,1,1,29,3,51887,10,0
14120,0,3,7,4,21408,20,1
14121,0,3,16,7,150000,16,1
14122,0,4,17,15,19236,14,1
14123,0,3,3,2,114500,4,0
14124,0,3,7,5,11868,22,1
14125,1,4,10,15,100000,14,0
14126,1,4,20,10,43239,18,1
14128,1,3,18,17,89929,20,1
14129,0,3,10,3,67500,25,1
14130,0,3,13,9,17616,13,1
14132,0,4,17,8,28308,8,0
14133,0,3,14,10,27923,9,0
14134,0,3,6,4,15600,24,1
14135,1,3,16,11,51658,18,1
14136,1,3,8,5,105072,14,1
14137,1,3,12,12,36000,13,1
14138,0,3,6,4,130000,20,1
14139,0,3,12,1,45000,11,1
14140,0,2,10,6,46908,21,1
14141,1,3,20,15,36192,5,0
14142,0,3,4,2,8244,6,0
14143,1,3,22,9,49448,12,0
14144,0,3,11,7,22339,28,1
14145,0,1,10,9,137000,27,1
14147,0,4,12,9,78912,30,1
14148,1,1,10,10,38928,16,1
14149,1,3,12,8,11292,7,0
14150,0,3,4,4,150000,27,1
14151,0,3,10,5,9888,17,0
14152,0,3,6,4,6283,11,1
14153,1,4,1,0,8808,6,0
14154,0,4,8,8,14724,11,1
14155,1,4,12,10,25128,8,0
14156,0,3,12,3,20760,11,0
14157,0,3,15,10,102102,19,1
14158,0,3,8,2,51636,8,0
14159,1,4,10,5,14400,19,1
14160,1,4,19,15,15564,8,1
14163,1,3,25,16,35052,15,1
14164,0,1,5,1,17520,19,1
14165,1,2,15,15,140088,22,1
14166,1,3,21,12,92270,8,0
14167,0,1,7,0,3852,14,1
14168,0,3,4,2,16008,25,1
14169,1,1,25,18,68124,22,1
14170,0,4,10,6,75631,10,1
14171,1,4,20,15,114396,19,0
14173,0,3,21,16,54972,22,1
14174,0,3,5,1,70000,13,1
14175,1,4,18,16,27492,12,1
14177,0,4,10,4,64859,7,0
14178,0,3,8,5,29088,9,0
14179,1,3,6,10,27492,16,1
14180,0,1,5,1,6876,3,0
14181,0,3,5,2,4128,9,0
14183,0,4,10,3,55130,9,0
14184,0,3,8,8,33142,17,1
14185,0,3,24,9,108000,15,1
14186,1,1,32,22,196000,11,0
14187,0,3,8,3,60505,10,0
14188,0,3,13,1,5568,1,0
14189,0,4,15,11,27240,11,0
14191,0,4,10,5,106000,8,0
14192,0,3,15,4,24648,18,1
14193,0,3,6,1,6156,5,0
14194,0,3,13,12,115000,11,1
14195,0,1,3,2,72000,6,0
14196,0,3,5,2,6708,17,1
14197,1,3,36,25,25860,14,1
14198,1,4,18,12,32712,7,0
14199,1,4,15,11,28800,9,0
14200,1,1,23,23,32988,22,1
14201,1,1,25,11,72426,12,0
14202,1,4,13,8,72642,6,0
14203,0,3,6,4,41232,13,0
14204,1,2,18,10,44400,11,0
14206,0,3,8,6,60000,13,1
14207,0,5,10,5,150000,10,0
14208,0,3,11,3,75631,4,0
14210,1,4,5,5,84019,12,1
14211,0,3,14,6,75000,20,0
14212,0,3,2,0,55000,13,1
14213,0,2,15,10,67548,15,0
14216,0,4,10,5,20244,13,1
14217,1,2,21,16,176412,7,0
14218,0,2,12,6,19440,25,1
14220,0,3,7,4,5928,13,0
14221,0,1,10,5,28596,20,1
14222,1,4,18,14,121979,9,1
14223,0,3,12,10,48000,28,1
14224,0,3,3,1,16284,12,0
14225,0,4,16,9,47563,15,1
14226,0,3,8,4,72500,12,0
14227,0,3,7,3,15358,10,0
14228,1,4,18,17,112392,16,0
14229,0,3,10,4,77000,13,1
14230,1,2,37,22,151337,6,0
14231,1,4,30,14,64859,15,1
14232,1,4,24,19,97400,10,1
14233,1,3,20,18,115000,21,1
14234,0,4,8,4,20952,21,1
14235,1,3,20,15,170000,9,0
14236,0,3,6,2,40860,23,1
14238,0,4,10,6,194577,8,0
14239,1,3,10,4,122796,9,0
14240,1,2,34,22,54480,21,1
14241,0,3,10,5,86000,13,1
14242,0,1,10,7,17652,26,1
14243,0,3,11,11,70632,19,1
14244,0,3,6,1,92000,10,0
14245,0,3,10,3,60000,10,1
14246,0,4,10,3,16754,11,1
14247,0,3,18,16,60000,15,1
14248,0,4,16,12,30716,11,0
14249,1,3,25,20,180000,11,0
14250,0,3,7,3,27923,13,0
14251,0,3,8,6,20016,11,0
14253,0,3,2,2,4887,12,1
14254,0,3,4,0,20000,12,1
14255,0,1,16,12,72000,12,0
14256,0,3,11,6,140000,21,1
14257,0,2,5,1,4128,14,1
14258,1,3,20,10,115000,19,1
14259,0,3,6,3,7092,18,1
14260,0,3,15,11,88489,16,0
14261,0,3,13,11,26736,14,0
14262,1,3,6,4,108,20,1
14263,0,1,16,12,106092,20,1
14265,0,3,10,6,45156,9,1
14266,0,4,16,6,13740,12,1
14267,0,3,7,2,24396,11,1
14268,0,3,11,6,3612,18,1
14269,0,1,8,8,54049,8,0
14270,0,4,15,9,5832,24,1
14271,0,3,5,5,13962,3,0
14272,1,3,25,20,41077,11,1
14273,1,3,21,10,138936,28,1
14274,1,1,20,19,38484,16,1
14275,1,3,15,15,148000,13,0
14276,0,3,10,5,34428,13,1
14278,0,3,8,3,20384,9,1
14279,0,3,12,8,28596,10,1
14280,1,4,26,22,51888,5,0
14281,0,4,8,6,44320,17,1
14282,0,3,10,3,82080,12,1
14283,1,1,10,9,68000,11,0
14284,1,3,22,22,13740,11,0
14285,1,1,12,8,103776,11,0
14286,0,1,15,10,86731,20,1
14287,0,4,18,11,40400,22,1
14288,0,2,10,10,9000,14,1
14289,0,3,16,10,140000,12,1
14291,0,3,11,6,44678,9,0
14292,1,1,12,13,38484,13,0
14293,0,1,11,9,10344,14,0
14295,0,3,13,10,64860,18,1
14296,0,2,9,1,16157,15,1
14297,0,3,10,4,41232,19,1
14298,1,1,20,19,56750,27,1
14299,0,3,7,4,98321,10,0
14300,0,3,5,1,15134,5,0
14301,0,3,14,8,135000,15,1
14303,1,3,20,18,13740,15,1
14304,0,1,16,14,97288,11,0
14305,1,4,18,15,28860,12,1
14306,1,3,12,7,185000,24,1
14307,1,3,20,18,32988,10,0
14308,0,3,13,2,41077,14,0
14309,1,1,17,14,150000,14,1
14310,0,2,7,3,32424,10,0
14311,0,1,7,3,17124,14,1
14312,0,3,14,7,103776,15,1
14313,1,4,22,13,64859,20,1
14314,1,3,18,12,160000,7,0
14315,0,3,15,10,30000,22,1
14316,0,3,2,7,27227,19,1
14317,0,3,16,11,82000,16,1
14318,1,3,21,17,25872,15,0
14319,0,4,11,5,162000,3,0
14320,0,3,6,2,75000,17,0
14321,0,3,5,3,135000,20,1
14322,0,3,6,3,8472,14,1
14323,1,3,18,13,47184,15,1
14325,0,4,17,11,25944,13,1
14326,0,4,8,5,110000,17,0
14327,0,3,18,10,75000,15,1
14331,0,3,2,0,31128,7,0
14332,1,4,9,5,96000,6,0
14333,0,4,12,6,11532,7,1
14334,1,3,25,5,98000,13,0
14335,0,3,14,10,120000,13,1
14336,0,3,6,6,17868,13,1
14337,0,4,15,5,11676,23,0
14338,0,4,15,5,23352,17,1
14339,1,3,4,6,1380,13,0
14340,1,3,7,5,66305,13,0
14341,1,3,18,16,140000,17,0
14342,1,4,31,14,91128,8,0
14343,0,4,5,4,21708,12,1
14344,0,3,4,2,3156,11,1
14345,0,3,7,6,125000,11,0
14347,0,3,10,6,16752,16,1
14348,0,3,16,10,67200,28,1
14349,1,3,25,16,90000,11,1
14351,0,1,8,2,40000,16,1
14352,0,3,11,6,34904,21,1
14353,0,3,10,6,50000,11,1
14354,0,4,11,3,150000,19,1
14355,1,4,22,22,21408,17,1
14356,0,3,14,10,105000,29,1
14357,1,4,26,14,172803,13,1
14358,0,4,15,9,75669,9,0
14359,1,1,10,10,64630,13,1
14360,0,2,15,10,51887,16,1
14361,0,3,13,10,75631,14,1
14362,1,3,22,18,85000,28,1
14363,0,1,4,3,7260,17,0
14364,1,4,30,22,86600,17,1
14366,0,4,10,5,37620,9,0
14367,0,4,7,5,12924,14,1
14368,0,1,5,1,30250,9,1
14369,0,3,14,9,28440,10,1
14370,1,3,17,16,59454,15,0
14371,1,4,20,8,75669,5,0
14372,1,3,20,5,10000,21,1
14373,1,3,21,18,59676,14,1
14374,0,3,12,8,130000,16,1
14376,0,4,5,2,3684,9,0
14377,0,2,1,0,15180,24,1
14378,1,1,35,24,90000,18,0
14379,1,3,21,10,15564,12,1
14382,0,3,4,2,90000,16,1
14383,0,4,5,4,35028,14,0
14384,1,3,25,20,54049,8,0
14385,0,4,8,2,58373,13,1
14386,1,1,25,22,41077,11,1
14387,0,3,8,4,13740,20,1
14388,1,1,16,14,80556,11,1
14389,1,1,38,22,98321,16,1
14390,0,3,15,12,142000,11,1
14391,1,3,25,16,194580,19,1
14392,1,3,25,20,7452,7,0
14393,1,4,30,22,75240,9,1
14394,1,4,24,16,108098,15,1
14395,0,5,20,3,54289,27,1
14396,1,3,23,7,48288,13,1
14398,1,3,21,14,77556,15,1
14399,0,4,19,10,115500,29,0
14400,0,3,15,5,38484,20,1
14401,0,4,10,4,57156,20,1
14403,0,4,6,5,28308,13,0
14404,1,3,30,10,16493,14,0
14405,1,4,18,15,16754,21,1
14406,1,3,18,14,72408,16,1
14407,0,1,8,6,31140,10,1
14408,1,3,7,5,125000,6,0
14409,0,4,9,4,79843,10,1
14410,0,3,7,5,46945,16,1
14411,1,3,20,15,84000,8,0
14412,1,4,15,10,130000,8,1
14414,0,3,13,7,29186,6,0
14415,1,1,15,15,24132,20,1
14417,1,3,4,4,13620,16,1
14419,0,1,7,3,5064,15,1
14420,0,3,10,4,20943,23,1
14421,0,4,14,10,93932,20,1
14422,0,3,2,0,45379,11,1
14423,1,1,21,11,7788,10,1
14424,0,3,10,5,127000,14,1
14425,0,3,8,2,194526,1,0
14426,0,3,12,6,120000,13,1
14427,1,1,22,20,16224,9,0
14428,0,2,9,6,64859,27,1
14429,0,3,6,3,38916,13,1
14430,0,4,14,7,46482,18,1
14431,0,4,16,5,59454,9,0
14432,0,3,16,12,99500,5,0
14433,0,1,6,2,5496,14,1
14434,1,4,23,22,155000,24,1
14435,0,1,8,6,15960,13,1
14436,0,1,10,3,27096,17,1
14437,0,3,10,4,102102,15,1
14438,0,1,2,0,12000,11,0
14439,0,1,16,5,50760,13,0
14440,0,3,14,8,64860,9,0
14441,0,2,3,3,95000,21,1
14443,1,4,35,25,59454,15,1
14444,0,3,5,3,7884,19,1
14446,0,3,10,3,19236,20,0
14447,1,3,3,3,63000,12,0
14448,0,1,6,5,32568,4,0
14449,0,2,13,10,78912,9,1
14450,0,1,21,14,19668,10,1
14451,1,3,15,10,42960,8,0
14452,0,4,8,4,90000,15,0
14453,0,4,9,8,150000,18,1
14454,0,1,12,4,45564,12,0
14455,1,4,21,17,129000,22,1
14457,0,3,9,5,75000,9,0
14458,0,3,11,6,23664,12,1
14459,0,3,11,5,11304,24,1
14460,0,1,8,3,7344,16,1
14461,0,3,7,4,2448,12,1
14462,1,1,20,15,58908,20,1
14463,0,3,13,9,10344,12,1
14464,1,3,32,14,77832,26,1
14465,1,3,13,11,190000,11,0
14466,0,3,8,3,20000,28,1
14467,1,4,21,13,77832,13,1
14470,0,1,6,3,61200,15,1
14472,0,3,9,1,1872,9,0
14473,1,4,12,9,30000,14,1
14474,1,4,17,14,69276,29,1
14475,0,3,11,7,69809,10,0
14476,0,4,20,14,92064,26,1
14477,0,4,5,4,35736,16,0
14478,1,3,30,15,92270,12,0
14479,0,3,7,3,9480,24,1
14480,0,3,11,5,10471,11,1
14482,1,4,25,10,31128,15,0
14483,1,4,6,3,45564,6,0
14484,0,1,13,3,54168,4,0
14485,0,4,9,6,16754,23,1
14486,0,4,6,4,9084,19,1
14487,1,3,18,12,103000,10,1
14488,0,3,11,7,27096,17,1
14489,0,3,8,3,3876,14,1
14490,0,3,6,2,16493,9,1
14491,1,1,25,5,59172,20,0
14492,0,4,15,10,76092,21,0
14493,1,4,20,10,91883,16,1
14494,0,3,8,4,15358,18,1
14495,0,3,7,2,15252,18,1
14497,0,3,10,4,19068,12,0
14498,1,5,22,17,34614,9,0
14499,0,3,4,2,65043,18,1
14500,0,4,12,3,124000,15,0
14501,0,3,3,2,10056,17,0
14503,0,4,9,3,56211,9,0
14504,1,4,30,25,41880,15,1
14505,1,3,25,14,98321,9,1
14507,0,4,20,10,83194,11,0
14508,0,3,10,6,150000,26,1
14509,0,3,3,0,10344,12,1
14510,1,3,24,12,110000,28,1
14511,0,3,8,8,120000,7,0
14513,0,3,6,4,64287,14,0
14514,0,1,4,1,3852,8,0
14515,0,1,10,8,118000,22,1
14516,0,1,7,5,16752,22,1
14517,0,3,8,4,143500,18,1
14519,1,4,20,12,59454,18,1
14520,1,3,20,17,151263,20,1
14521,0,4,10,7,15324,21,1
14522,0,2,2,1,4150,14,1
14523,0,3,9,7,60535,15,1
14524,0,2,6,5,26400,20,1
14525,1,4,25,25,123000,12,0
14526,0,3,18,14,68102,19,1
14527,0,4,6,4,28344,15,1
14528,0,1,5,3,16800,14,1
14529,0,3,4,2,7200,20,1
14530,0,4,3,2,105000,19,0
14531,0,3,8,7,115000,18,1
14532,0,3,8,6,46000,23,1
14533,1,3,28,21,71340,10,1
14534,0,4,10,4,10896,13,1
14535,0,3,10,4,19452,7,0
14536,0,5,15,8,73188,22,1
14537,0,3,7,4,36984,22,1
14538,0,3,13,7,32424,12,1
14539,0,1,5,3,24863,10,1
14541,0,3,6,3,36193,28,1
14542,1,5,29,22,120000,3,0
14544,0,3,17,4,9600,10,0
14545,0,4,15,7,108098,9,1
14546,0,4,19,14,38916,20,1
14547,0,3,10,5,64860,24,1
14548,0,1,12,6,51887,15,1
14549,0,3,7,3,107593,15,0
14550,0,3,10,4,15120,9,0
14551,0,4,14,14,27492,9,0
14552,0,2,3,1,2400,11,0
14553,0,4,20,7,25128,14,0
14555,1,1,38,24,180000,12,1
14556,1,3,22,20,21996,12,1
14557,0,3,10,4,46482,26,1
14558,0,4,12,6,90482,10,0
14559,0,5,17,14,82080,5,0
14560,1,4,30,20,194577,11,0
14561,0,2,2,2,19200,6,0
14562,1,3,20,14,162147,18,0
14563,1,1,31,23,91883,10,1
14564,1,4,26,22,78000,4,0
14565,1,3,20,15,65746,25,1
14566,0,1,7,4,11640,17,1
14567,1,3,14,10,90000,14,1
14568,0,3,10,4,37834,9,1
14569,0,3,9,7,95000,17,1
14570,0,3,7,2,39674,7,0
14571,0,4,12,6,15672,17,1
14573,1,4,15,2,59454,12,1
14574,0,1,3,2,29364,10,1
14575,0,1,5,1,10932,9,1
14576,0,1,7,5,9540,16,1
14577,0,3,5,3,39456,11,0
14578,1,3,25,20,103408,9,0
14579,1,4,16,12,9888,17,1
14581,0,3,10,7,21540,14,1
14582,0,1,11,3,9108,13,1
14583,0,3,5,3,17500,20,1
14584,0,3,6,3,91000,17,0
14585,0,3,8,2,45000,8,0
14587,0,1,10,7,21996,14,1
14588,1,4,20,15,73507,7,0
14589,0,3,6,6,48936,5,0
14590,0,1,15,9,92000,21,1
14593,0,3,7,5,113447,5,0
14594,1,3,16,14,25000,18,1
14595,0,3,10,5,98616,27,1
14596,0,1,8,3,10596,15,1
14597,1,3,23,18,108000,17,1
14598,1,1,16,14,58368,22,1
14599,0,3,12,6,78848,5,0
14600,1,3,17,14,86316,16,0
14601,1,5,7,7,90758,4,0
14602,0,4,23,7,59454,5,0
14604,1,1,15,7,68068,8,1
14605,1,4,18,15,62352,9,0
14606,1,3,26,16,102102,9,0
14607,1,1,25,23,29196,12,1
14608,1,1,30,19,144000,14,0
14609,1,3,24,20,193000,18,1
14610,0,3,6,5,85000,18,1
14611,1,4,21,12,9787,7,0
14612,1,3,20,18,121010,20,1
14613,1,1,12,8,32316,30,1
14614,0,3,10,5,5904,21,1
14615,1,3,7,5,8376,13,1
14616,0,3,6,1,24000,21,1
14617,0,4,15,10,73944,27,1
14618,0,4,14,6,84316,10,0
14619,0,3,16,7,124800,19,1
14620,1,4,21,19,105000,18,1
14622,0,3,8,15,120000,19,0
14623,0,4,2,0,70000,11,0
14624,0,3,20,10,115000,11,1
14625,1,3,30,20,80059,13,1
14626,1,4,6,4,56723,10,0
14627,0,5,15,8,145000,18,1
14629,0,1,5,3,13800,16,1
14630,0,4,12,7,64859,10,0
14631,1,1,25,18,84707,20,1
14632,1,3,14,13,21996,3,0
14633,0,3,9,5,90000,12,0
14634,1,3,38,22,50316,13,0
14635,0,4,4,1,85380,6,0
14636,1,3,20,14,25944,7,1
14637,0,3,20,8,41880,13,1
14638,0,3,9,3,44000,24,1
14639,0,3,10,7,23460,9,0
14640,0,3,7,5,16884,21,1
14641,0,1,6,0,25860,16,1
14642,1,3,19,13,51704,27,1
14643,0,3,11,7,16488,20,1
14645,1,4,25,15,59454,10,1
14646,0,3,13,11,57480,9,0
14647,1,3,30,21,102200,7,0
14648,0,4,7,5,114000,8,1
14649,0,1,8,6,105000,21,1
14650,0,4,18,7,97288,13,0
14651,0,3,15,3,102000,15,0
14652,0,3,5,5,103408,22,1
14653,0,4,21,12,48000,11,0
14654,1,3,25,21,180000,8,0
14655,0,3,4,2,34200,27,1
14656,1,4,22,15,167500,10,0
14657,0,3,17,13,46728,5,0
14658,1,5,36,17,150000,12,0
14659,0,3,5,2,25933,23,1
14660,0,3,7,4,18000,17,1
14661,0,1,7,7,118908,9,0
14662,1,4,15,12,42000,21,1
14663,0,3,17,9,38916,18,1
14664,0,3,4,3,9075,14,1
14665,1,5,10,5,15396,18,1
14666,1,4,26,10,43239,16,1
14667,1,4,20,15,36324,18,1
14668,0,3,6,4,47988,17,1
14670,1,1,22,20,12924,14,0
14671,0,3,3,1,6468,5,0
14672,0,3,6,3,15888,11,0
14673,0,4,7,2,103000,12,0
14675,1,1,5,5,35028,12,1
14676,0,4,15,10,60000,15,0
14677,1,4,37,23,137000,3,0
14678,1,1,16,14,100000,17,1
14679,1,1,16,15,68824,20,1
14680,1,3,11,7,138000,9,0
14681,0,3,10,7,51708,14,0
14682,1,3,20,15,94539,14,1
14684,1,1,16,12,17652,12,0
14685,0,2,4,4,47040,8,0
14686,1,3,11,10,33508,16,0
14687,0,4,6,1,110000,12,0
14688,1,1,35,15,120000,11,1
14689,0,3,12,8,62040,13,0
14690,0,4,5,2,45401,13,1
14691,0,3,6,6,150000,18,0
14692,0,5,15,5,60000,5,0
14693,1,3,20,20,105000,15,1
14694,1,4,25,25,29088,20,1
14695,0,3,18,10,165000,13,0
14696,0,2,5,1,84048,12,0
14698,0,1,7,6,44203,10,1
14699,1,4,20,11,42000,5,0
14700,0,3,5,2,12372,13,0
14701,1,1,28,20,115000,8,0
14702,0,3,7,2,70000,8,0
14704,0,1,9,8,72408,21,1
14705,0,3,7,2,82000,10,1
